variavel;dominio;distinct;nchar_min;nchar_max;null;ano;mud_dom;mud_nchar
CO_CNES_ESF;;370;1;7;FALSE;2018;FALSE;FALSE
CO_CNES_ESF;;354;1;7;FALSE;2019;FALSE;FALSE
CO_CNES_EXECUTANTE;;55;7;7;FALSE;2013;FALSE;FALSE
CO_CNES_EXECUTANTE;;54;7;7;FALSE;2014;FALSE;FALSE
CO_CNES_EXECUTANTE;;57;7;7;FALSE;2015;FALSE;FALSE
CO_CNES_EXECUTANTE;;62;7;7;FALSE;2016;FALSE;FALSE
CO_CNES_EXECUTANTE;;60;4;7;FALSE;2017;FALSE;FALSE
CO_CNES_EXECUTANTE;;68;4;7;FALSE;2018;FALSE;FALSE
CO_CNES_EXECUTANTE;;62;7;7;FALSE;2019;FALSE;FALSE
CO_CNS_MEDICO;;493;32;32;FALSE;2013;FALSE;FALSE
CO_CNS_MEDICO;;412;32;32;FALSE;2014;FALSE;FALSE
CO_CNS_MEDICO;;433;32;32;FALSE;2015;FALSE;FALSE
CO_CNS_MEDICO;;439;32;32;FALSE;2016;FALSE;FALSE
CO_CNS_MEDICO;;465;32;32;FALSE;2017;FALSE;FALSE
CO_CNS_MEDICO;;577;32;32;FALSE;2018;FALSE;FALSE
CO_CNS_MEDICO;;500;32;32;FALSE;2019;FALSE;FALSE
CO_CNS_PACIENTE;NA;0;;;TRUE;2013;FALSE;FALSE
CO_CNS_PACIENTE;NA;0;;;TRUE;2014;FALSE;FALSE
CO_CNS_PACIENTE;NA;0;;;TRUE;2015;FALSE;FALSE
CO_CNS_PACIENTE;NA;0;;;TRUE;2016;FALSE;FALSE
CO_CNS_PACIENTE;NA;0;;;TRUE;2017;FALSE;FALSE
CO_CNS_PACIENTE;NA;0;;;TRUE;2018;FALSE;FALSE
CO_CNS_PACIENTE;NA;0;;;TRUE;2019;FALSE;FALSE
CO_COBERTURA_ESF;N, S;2;1;1;FALSE;2013;FALSE;FALSE
CO_COBERTURA_ESF;N, S;2;1;1;FALSE;2014;FALSE;FALSE
CO_COBERTURA_ESF;N, S;2;1;1;FALSE;2015;FALSE;FALSE
CO_COBERTURA_ESF;N, S;2;1;1;FALSE;2016;FALSE;FALSE
CO_COBERTURA_ESF;N, S;2;1;1;FALSE;2017;FALSE;FALSE
CO_COBERTURA_ESF;N, S;2;1;1;FALSE;2018;FALSE;FALSE
CO_COBERTURA_ESF;N, S;2;1;1;FALSE;2019;FALSE;FALSE
CO_ETNIA;    , 0001, 0046, 0080, 0104, 0209;6;4;4;FALSE;2013;FALSE;FALSE
CO_ETNIA;    , 0001, 0003, 0004, 0009, 0209;6;4;4;FALSE;2014;FALSE;FALSE
CO_ETNIA;    , 0007, 0209;3;4;4;FALSE;2015;FALSE;FALSE
CO_ETNIA; ,     , 0006, 0007, 0012, 0040, 0209, 0240;8;1;4;FALSE;2016;FALSE;FALSE
CO_ETNIA; , 0069, 0080, 0100, 0177, 0207, 0209, 0240;8;1;4;FALSE;2017;FALSE;FALSE
CO_ETNIA; , 0003, 0069, 0080, 0100, 0175, 0209, 0240, X314;9;1;4;FALSE;2018;FALSE;FALSE
CO_ETNIA; , 0069, 0100, 0209, 0240, X314;6;1;4;FALSE;2019;FALSE;FALSE
CO_GESTOR;;49;6;6;FALSE;2013;FALSE;FALSE
CO_GESTOR;;48;6;6;FALSE;2014;FALSE;FALSE
CO_GESTOR;;51;6;6;FALSE;2015;FALSE;FALSE
CO_GESTOR;;56;6;6;FALSE;2016;FALSE;FALSE
CO_GESTOR;;54;6;6;FALSE;2017;FALSE;FALSE
CO_GESTOR;;62;6;6;FALSE;2018;FALSE;FALSE
CO_GESTOR;;56;6;6;FALSE;2019;FALSE;FALSE
CO_INST_REGISTRO;PSI;1;3;3;FALSE;2013;FALSE;FALSE
CO_INST_REGISTRO;PSI;1;3;3;FALSE;2014;FALSE;FALSE
CO_INST_REGISTRO;PSI;1;3;3;FALSE;2015;FALSE;FALSE
CO_INST_REGISTRO;PSI;1;3;3;FALSE;2016;FALSE;FALSE
CO_INST_REGISTRO;PSI;1;3;3;FALSE;2017;FALSE;FALSE
CO_INST_REGISTRO;PSI;1;3;3;FALSE;2018;FALSE;FALSE
CO_INST_REGISTRO;PSI;1;3;3;FALSE;2019;FALSE;FALSE
CO_MUNICIPIO;;66;6;6;FALSE;2013;FALSE;FALSE
CO_MUNICIPIO;;65;6;6;FALSE;2014;FALSE;FALSE
CO_MUNICIPIO;;65;6;6;FALSE;2015;FALSE;FALSE
CO_MUNICIPIO;;69;6;6;FALSE;2016;FALSE;FALSE
CO_MUNICIPIO;;73;6;6;FALSE;2017;FALSE;FALSE
CO_MUNICIPIO;;76;6;6;FALSE;2018;FALSE;FALSE
CO_MUNICIPIO;;76;6;6;FALSE;2019;FALSE;FALSE
CO_NACIONALIDADE;10, 99;2;2;2;FALSE;2013;FALSE;FALSE
CO_NACIONALIDADE;10, 101, 99;3;2;3;FALSE;2014;FALSE;FALSE
CO_NACIONALIDADE;10, 100, 101, 81, 99;5;2;3;FALSE;2015;FALSE;FALSE
CO_NACIONALIDADE;10, 100, 81, 99;4;2;3;FALSE;2016;FALSE;FALSE
CO_NACIONALIDADE;10, 333, 77, 81, 99;5;2;3;FALSE;2017;FALSE;FALSE
CO_NACIONALIDADE;10, 100, 21, 30, 333, 81, 99;7;2;3;FALSE;2018;FALSE;FALSE
CO_NACIONALIDADE;10, 100, 21, 216, 70, 77, 81, 99;8;2;3;FALSE;2019;FALSE;FALSE
CO_PROCEDIMENTO;301080020, 301080038, 301080194, 301080208, 301080216, 301080224, 301080240, 301080275, 301080283, 301080291, 301080348, 301080356;12;9;9;FALSE;2013;FALSE;FALSE
CO_PROCEDIMENTO;301080020, 301080038, 301080194, 301080208, 301080216, 301080224, 301080240, 301080275, 301080283, 301080291, 301080348, 301080356;12;9;9;FALSE;2014;FALSE;FALSE
CO_PROCEDIMENTO;301080020, 301080038, 301080194, 301080208, 301080216, 301080224, 301080240, 301080275, 301080283, 301080291, 301080348, 301080356;12;9;9;FALSE;2015;FALSE;FALSE
CO_PROCEDIMENTO;301080020, 301080038, 301080194, 301080208, 301080216, 301080224, 301080240, 301080275, 301080283, 301080291, 301080348, 301080356;12;9;9;FALSE;2016;FALSE;FALSE
CO_PROCEDIMENTO;301080020, 301080038, 301080194, 301080208, 301080216, 301080224, 301080240, 301080275, 301080283, 301080291, 301080348, 301080356;12;9;9;FALSE;2017;FALSE;FALSE
CO_PROCEDIMENTO;301080020, 301080038, 301080046, 301080194, 301080208, 301080216, 301080224, 301080240, 301080275, 301080283, 301080291, 301080348, 301080356, 301080380;14;9;9;FALSE;2018;FALSE;FALSE
CO_PROCEDIMENTO;301080020, 301080038, 301080194, 301080208, 301080216, 301080224, 301080240, 301080275, 301080283, 301080291, 301080348, 301080356, 301080380;13;9;9;FALSE;2019;FALSE;FALSE
CO_RACA;1, 2, 3, 4, 5, 99;6;1;2;FALSE;2013;FALSE;FALSE
CO_RACA;1, 2, 3, 4, 5, 99;6;1;2;FALSE;2014;FALSE;FALSE
CO_RACA;1, 2, 3, 4, 5, 99;6;1;2;FALSE;2015;FALSE;FALSE
CO_RACA;1, 2, 3, 4, 5, 99;6;1;2;FALSE;2016;FALSE;FALSE
CO_RACA;1, 2, 3, 4, 5, 99;6;1;2;FALSE;2017;FALSE;FALSE
CO_RACA;1, 2, 3, 4, 5, 99;6;1;2;FALSE;2018;FALSE;FALSE
CO_RACA;1, 2, 3, 4, 5, 99;6;1;2;FALSE;2019;FALSE;FALSE
CO_REMESSA;;424;21;21;FALSE;2013;FALSE;FALSE
CO_REMESSA;;446;21;21;FALSE;2014;FALSE;FALSE
CO_REMESSA;;465;21;21;FALSE;2015;FALSE;FALSE
CO_REMESSA;;504;21;21;FALSE;2016;FALSE;FALSE
CO_REMESSA;;501;21;21;FALSE;2017;FALSE;FALSE
CO_REMESSA;;620;21;21;FALSE;2018;FALSE;FALSE
CO_REMESSA;;288;21;21;FALSE;2019;FALSE;FALSE
CO_SERVICO;115;1;3;3;FALSE;2013;FALSE;FALSE
CO_SERVICO;115;1;3;3;FALSE;2014;FALSE;FALSE
CO_SERVICO;115;1;3;3;FALSE;2015;FALSE;FALSE
CO_SERVICO;115;1;3;3;FALSE;2016;FALSE;FALSE
CO_SERVICO;115;1;3;3;FALSE;2017;FALSE;FALSE
CO_SERVICO;115;1;3;3;FALSE;2018;FALSE;FALSE
CO_SERVICO;115;1;3;3;FALSE;2019;FALSE;FALSE
CO_TELEFONE;NA;0;;;TRUE;2013;FALSE;FALSE
CO_TELEFONE;NA;0;;;TRUE;2014;FALSE;FALSE
CO_TELEFONE;NA;0;;;TRUE;2015;FALSE;FALSE
CO_TELEFONE;NA;0;;;TRUE;2016;FALSE;FALSE
CO_TELEFONE;NA;0;;;TRUE;2017;FALSE;FALSE
CO_TELEFONE;NA;0;;;TRUE;2018;FALSE;FALSE
CO_TELEFONE;NA;0;;;TRUE;2019;FALSE;FALSE
DS_COMPLEMENTO;NA;0;;;TRUE;2013;FALSE;FALSE
DS_COMPLEMENTO;NA;0;;;TRUE;2014;FALSE;FALSE
DS_COMPLEMENTO;NA;0;;;TRUE;2015;FALSE;FALSE
DS_COMPLEMENTO;NA;0;;;TRUE;2016;FALSE;FALSE
DS_COMPLEMENTO;NA;0;;;TRUE;2017;FALSE;FALSE
DS_COMPLEMENTO;NA;0;;;TRUE;2018;FALSE;FALSE
DS_COMPLEMENTO;NA;0;;;TRUE;2019;FALSE;FALSE
DS_DESTINO;Alta Administrativa, Alta Clínica, Encaminhamento para AD1, Internação em Urgência, Permanência;5;11;23;FALSE;2013;FALSE;FALSE
DS_DESTINO;Alta Administrativa, Alta Clínica, Encaminhamento para AD1, Internação em Urgência, Permanência;5;11;23;FALSE;2014;FALSE;FALSE
DS_DESTINO;Alta Administrativa, Alta Clínica, Encaminhamento para AD1, Internação em Urgência, Permanência;5;11;23;FALSE;2015;FALSE;FALSE
DS_DESTINO;Alta Administrativa, Alta Clínica, Encaminhamento para AD1, Internação em Urgência, Permanência;5;11;23;FALSE;2016;FALSE;FALSE
DS_DESTINO;Alta Administrativa, Alta Clínica, Encaminhamento para AD1, Internação em Urgência, Permanência;5;11;23;FALSE;2017;FALSE;FALSE
DS_DESTINO;Alta Administrativa, Alta Clínica, Encaminhamento para AD1, Internação em Urgência, Permanência;5;11;23;FALSE;2018;FALSE;FALSE
DS_DESTINO;Alta Administrativa, Alta Clínica, Encaminhamento para AD1, Internação em Urgência, Permanência;5;11;23;FALSE;2019;FALSE;FALSE
DS_LOCAL_REALIZACAO;Caps, Territorio;2;4;10;FALSE;2013;FALSE;FALSE
DS_LOCAL_REALIZACAO;Caps, Territorio;2;4;10;FALSE;2014;FALSE;FALSE
DS_LOCAL_REALIZACAO;Caps, Territorio;2;4;10;FALSE;2015;FALSE;FALSE
DS_LOCAL_REALIZACAO;Caps, Territorio;2;4;10;FALSE;2016;FALSE;FALSE
DS_LOCAL_REALIZACAO;Caps, Territorio;2;4;10;FALSE;2017;FALSE;FALSE
DS_LOCAL_REALIZACAO;Caps, Territorio;2;4;10;FALSE;2018;FALSE;FALSE
DS_LOCAL_REALIZACAO;Caps, Territorio;2;4;10;FALSE;2019;FALSE;FALSE
DS_LOGRADOURO;NA;0;;;TRUE;2013;FALSE;FALSE
DS_LOGRADOURO;NA;0;;;TRUE;2014;FALSE;FALSE
DS_LOGRADOURO;NA;0;;;TRUE;2015;FALSE;FALSE
DS_LOGRADOURO;NA;0;;;TRUE;2016;FALSE;FALSE
DS_LOGRADOURO;NA;0;;;TRUE;2017;FALSE;FALSE
DS_LOGRADOURO;NA;0;;;TRUE;2018;FALSE;FALSE
DS_LOGRADOURO;NA;0;;;TRUE;2019;FALSE;FALSE
DS_MAE;NA;0;;;TRUE;2013;FALSE;FALSE
DS_MAE;NA;0;;;TRUE;2014;FALSE;FALSE
DS_MAE;NA;0;;;TRUE;2015;FALSE;FALSE
DS_MAE;NA;0;;;TRUE;2016;FALSE;FALSE
DS_MAE;NA;0;;;TRUE;2017;FALSE;FALSE
DS_MAE;NA;0;;;TRUE;2018;FALSE;FALSE
DS_MAE;NA;0;;;TRUE;2019;FALSE;FALSE
DS_ORIGEM;Alcool, Crack, Outros, NA;3;5;6;FALSE;2013;FALSE;FALSE
DS_ORIGEM;Alcool, Crack, Outros, NA;3;5;6;FALSE;2014;FALSE;FALSE
DS_ORIGEM;Alcool, Crack, Outros, NA;3;5;6;FALSE;2015;FALSE;FALSE
DS_ORIGEM;Alcool, Crack, Outros, NA;3;5;6;FALSE;2016;FALSE;FALSE
DS_ORIGEM;Alcool, Crack, Outros, NA;3;5;6;FALSE;2017;FALSE;FALSE
DS_ORIGEM;Alcool, Crack, Outros, NA;3;5;6;FALSE;2018;FALSE;FALSE
DS_ORIGEM;Alcool, Crack, Outros, NA;3;5;6;FALSE;2019;FALSE;FALSE
DS_PACIENTE;NA;0;;;TRUE;2013;FALSE;FALSE
DS_PACIENTE;NA;0;;;TRUE;2014;FALSE;FALSE
DS_PACIENTE;NA;0;;;TRUE;2015;FALSE;FALSE
DS_PACIENTE;NA;0;;;TRUE;2016;FALSE;FALSE
DS_PACIENTE;NA;0;;;TRUE;2017;FALSE;FALSE
DS_PACIENTE;NA;0;;;TRUE;2018;FALSE;FALSE
DS_PACIENTE;NA;0;;;TRUE;2019;FALSE;FALSE
DS_PRONTUARIO;;3790;1;7;FALSE;2013;FALSE;FALSE
DS_PRONTUARIO;;3706;1;7;FALSE;2014;FALSE;FALSE
DS_PRONTUARIO;;4300;1;7;FALSE;2015;FALSE;FALSE
DS_PRONTUARIO;;4925;1;7;FALSE;2016;FALSE;FALSE
DS_PRONTUARIO;;4876;1;7;FALSE;2017;FALSE;FALSE
DS_PRONTUARIO;;6357;1;7;FALSE;2018;FALSE;FALSE
DS_PRONTUARIO;;5420;1;7;FALSE;2019;FALSE;FALSE
DS_RESPONSAVEL;NA;0;;;TRUE;2013;FALSE;FALSE
DS_RESPONSAVEL;NA;0;;;TRUE;2014;FALSE;FALSE
DS_RESPONSAVEL;NA;0;;;TRUE;2015;FALSE;FALSE
DS_RESPONSAVEL;NA;0;;;TRUE;2016;FALSE;FALSE
DS_RESPONSAVEL;NA;0;;;TRUE;2017;FALSE;FALSE
DS_RESPONSAVEL;NA;0;;;TRUE;2018;FALSE;FALSE
DS_RESPONSAVEL;NA;0;;;TRUE;2019;FALSE;FALSE
DS_SEXO;F, M;2;1;1;FALSE;2013;FALSE;FALSE
DS_SEXO;F, M;2;1;1;FALSE;2014;FALSE;FALSE
DS_SEXO;F, M;2;1;1;FALSE;2015;FALSE;FALSE
DS_SEXO;F, M;2;1;1;FALSE;2016;FALSE;FALSE
DS_SEXO;F, M;2;1;1;FALSE;2017;FALSE;FALSE
DS_SEXO;F, M;2;1;1;FALSE;2018;FALSE;FALSE
DS_SEXO;F, M;2;1;1;FALSE;2019;FALSE;FALSE
DT_COMPETENCIA;201301, 201302, 201303, 201304, 201305, 201306, 201307, 201308, 201309, 201310, 201311, 201312;12;6;6;FALSE;2013;FALSE;FALSE
DT_COMPETENCIA;201310, 201311, 201312, 201401, 201402, 201403, 201404, 201405, 201406, 201407, 201408, 201409, 201410, 201411, 201412;15;6;6;FALSE;2014;FALSE;FALSE
DT_COMPETENCIA;201410, 201411, 201412, 201501, 201502, 201503, 201504, 201505, 201506, 201507, 201508, 201509, 201510, 201511, 201512;15;6;6;FALSE;2015;FALSE;FALSE
DT_COMPETENCIA;201508, 201510, 201511, 201512, 201601, 201602, 201603, 201604, 201605, 201606, 201607, 201608, 201609, 201610, 201611, 201612;16;6;6;FALSE;2016;FALSE;FALSE
DT_COMPETENCIA;201610, 201611, 201612, 201701, 201702, 201703, 201704, 201705, 201706, 201707, 201708, 201709, 201710, 201711, 201712;15;6;6;FALSE;2017;FALSE;FALSE
DT_COMPETENCIA;201709, 201710, 201711, 201712, 201801, 201802, 201803, 201804, 201805, 201806, 201807, 201808, 201809, 201810, 201811, 201812;16;6;6;FALSE;2018;FALSE;FALSE
DT_COMPETENCIA;201811, 201812, 201901, 201902, 201903, 201904, 201905, 201906;8;6;6;FALSE;2019;FALSE;FALSE
DT_FIM;        , 20130423, 20130509, 20130516, 20130520, 20130527, 20130611, 20130612, 20130621, 20130703, 20130716, 20130801, 20130802, 20130828, 20130930, 20131022, 20131029, 20131107, 20131120, 20131122, 20131203, 20131228;22;8;8;FALSE;2013;FALSE;FALSE
DT_FIM;        , 20140411, 20140520, 20140618, 20140625, 20140730, 20140806, 20140910, 20140911, 20141104, 20141111, 20141119;12;8;8;FALSE;2014;FALSE;FALSE
DT_FIM;;35;8;8;FALSE;2015;FALSE;FALSE
DT_FIM;;36;1;8;FALSE;2016;FALSE;FALSE
DT_FIM; , 20170112, 20170113, 20170126, 20170306, 20170331, 20170421, 20170427, 20170511, 20170512, 20170519, 20170622, 20170626, 20170705, 20170712, 20170714, 20170726, 20170727, 20170801, 20170814, 20170831, 20170919, 20170929, 20171010, 20171011, 20171024, 20171103, 20171122, 20171124, 20171212;30;1;8;FALSE;2017;FALSE;FALSE
DT_FIM;;44;1;8;FALSE;2018;FALSE;FALSE
DT_FIM;;36;1;8;FALSE;2019;FALSE;FALSE
DT_INICIO;;2504;8;8;FALSE;2013;FALSE;FALSE
DT_INICIO;;2506;8;8;FALSE;2014;FALSE;FALSE
DT_INICIO;;2979;8;8;FALSE;2015;FALSE;FALSE
DT_INICIO;;3163;8;8;FALSE;2016;FALSE;FALSE
DT_INICIO;;3431;8;8;FALSE;2017;FALSE;FALSE
DT_INICIO;;3701;8;8;FALSE;2018;FALSE;FALSE
DT_INICIO;;3483;8;8;FALSE;2019;FALSE;FALSE
DT_NASCIMENTO;;6594;8;8;FALSE;2013;FALSE;FALSE
DT_NASCIMENTO;;6588;8;8;FALSE;2014;FALSE;FALSE
DT_NASCIMENTO;;7298;8;8;FALSE;2015;FALSE;FALSE
DT_NASCIMENTO;;8175;8;8;FALSE;2016;FALSE;FALSE
DT_NASCIMENTO;;8712;8;8;FALSE;2017;FALSE;FALSE
DT_NASCIMENTO;;10065;8;8;FALSE;2018;FALSE;FALSE
DT_NASCIMENTO;;8819;8;8;FALSE;2019;FALSE;FALSE
DT_REALIZACAO;;365;8;8;FALSE;2013;FALSE;FALSE
DT_REALIZACAO;;403;8;8;FALSE;2014;FALSE;FALSE
DT_REALIZACAO;;437;8;8;FALSE;2015;FALSE;FALSE
DT_REALIZACAO;;459;8;8;FALSE;2016;FALSE;FALSE
DT_REALIZACAO;;441;8;8;FALSE;2017;FALSE;FALSE
DT_REALIZACAO;;439;8;8;FALSE;2018;FALSE;FALSE
DT_REALIZACAO;;213;8;8;FALSE;2019;FALSE;FALSE
FLG_USUARIO_DROGA;N, S, NA;2;1;1;FALSE;2013;FALSE;FALSE
FLG_USUARIO_DROGA;N, S, NA;2;1;1;FALSE;2014;FALSE;FALSE
FLG_USUARIO_DROGA;N, S;2;1;1;FALSE;2015;FALSE;FALSE
FLG_USUARIO_DROGA;N, S;2;1;1;FALSE;2016;FALSE;FALSE
FLG_USUARIO_DROGA;N, S;2;1;1;FALSE;2017;FALSE;FALSE
FLG_USUARIO_DROGA;N, S;2;1;1;FALSE;2018;FALSE;FALSE
FLG_USUARIO_DROGA;N, S;2;1;1;FALSE;2019;FALSE;FALSE
ID_PACIENTE;;8208;6;12;FALSE;2013;FALSE;FALSE
ID_PACIENTE;;8125;6;12;FALSE;2014;FALSE;FALSE
ID_PACIENTE;;9323;6;12;FALSE;2015;FALSE;FALSE
ID_PACIENTE;;10506;6;12;FALSE;2016;FALSE;FALSE
ID_PACIENTE;;11218;6;12;FALSE;2017;FALSE;FALSE
ID_PACIENTE;;13546;5;12;FALSE;2018;FALSE;FALSE
ID_PACIENTE;;8608;5;12;FALSE;2019;FALSE;FALSE
NO_CID_CAUSAS_ASSOCIADAS;;180;8;100;FALSE;2013;FALSE;FALSE
NO_CID_CAUSAS_ASSOCIADAS;;172;8;100;FALSE;2014;FALSE;FALSE
NO_CID_CAUSAS_ASSOCIADAS;;199;8;100;FALSE;2015;FALSE;FALSE
NO_CID_CAUSAS_ASSOCIADAS;;214;8;100;FALSE;2016;FALSE;FALSE
NO_CID_CAUSAS_ASSOCIADAS;;220;8;100;FALSE;2017;FALSE;FALSE
NO_CID_CAUSAS_ASSOCIADAS;;245;6;100;FALSE;2018;FALSE;FALSE
NO_CID_CAUSAS_ASSOCIADAS;;237;8;100;FALSE;2019;FALSE;FALSE
NO_CID_PRINCIPAL;;286;8;100;FALSE;2013;FALSE;FALSE
NO_CID_PRINCIPAL;;272;8;100;FALSE;2014;FALSE;FALSE
NO_CID_PRINCIPAL;;288;6;100;FALSE;2015;FALSE;FALSE
NO_CID_PRINCIPAL;;311;8;100;FALSE;2016;FALSE;FALSE
NO_CID_PRINCIPAL;;325;8;100;FALSE;2017;FALSE;FALSE
NO_CID_PRINCIPAL;;357;8;100;FALSE;2018;FALSE;FALSE
NO_CID_PRINCIPAL;;314;6;100;FALSE;2019;FALSE;FALSE
NO_FANTASIA;;55;7;59;FALSE;2013;FALSE;FALSE
NO_FANTASIA;;54;7;59;FALSE;2014;FALSE;FALSE
NO_FANTASIA;;58;7;59;FALSE;2015;FALSE;FALSE
NO_FANTASIA;;62;7;59;FALSE;2016;FALSE;FALSE
NO_FANTASIA;;60;7;59;FALSE;2017;FALSE;FALSE
NO_FANTASIA;;68;7;59;FALSE;2018;FALSE;FALSE
NO_FANTASIA;;62;7;59;FALSE;2019;FALSE;FALSE
NO_FANTASIA_ESF;;314;9;57;FALSE;2013;FALSE;FALSE
NO_FANTASIA_ESF;;305;9;57;FALSE;2014;FALSE;FALSE
NO_FANTASIA_ESF;;296;7;59;FALSE;2015;FALSE;FALSE
NO_FANTASIA_ESF;;297;7;57;FALSE;2016;FALSE;FALSE
NO_FANTASIA_ESF;;334;7;57;FALSE;2017;FALSE;FALSE
NO_FANTASIA_ESF;;359;7;60;FALSE;2018;FALSE;FALSE
NO_FANTASIA_ESF;;342;7;60;FALSE;2019;FALSE;FALSE
NO_MUNICIPIO;;66;5;22;FALSE;2013;FALSE;FALSE
